ROLL_DMP,ROLL_ACC,ROLL_RATE_DMP,ROLL_RATE_GYRO
9.9935,17.4376,-5.4268,-5.4268
9.9940,17.5227,-5.4268,-5.4268
9.9941,17.5475,-5.4878,-5.4878
9.9956,17.2745,-5.4268,-5.4268
9.9968,17.3510,-5.4268,-5.4268
9.9973,17.3421,-5.4268,-5.4268
9.9980,17.3429,-5.4268,-5.4268
9.9984,17.1863,-5.4268,-5.4268
9.9992,17.3928,-5.3659,-5.3659
10.0005,17.2827,-5.4268,-5.4268
10.0002,17.3959,-5.4878,-5.4878
10.0003,17.4951,-5.4878,-5.4878
10.0011,17.1909,-5.3659,-5.3659
10.0020,17.2078,-5.3049,-5.3049
10.0014,17.3248,-5.4878,-5.4878
10.0008,17.2657,-5.4268,-5.4268
10.0002,17.1174,-5.4878,-5.4878
9.9993,17.1486,-5.4268,-5.4268
9.9996,17.4133,-5.4268,-5.4268
9.9995,17.3802,-5.3659,-5.3659
9.9996,17.3178,-5.4878,-5.4878
9.9991,17.1537,-5.5488,-5.5488
9.9982,17.4619,-5.4878,-5.4878
9.9988,17.5594,-5.4268,-5.4268
9.9994,17.3890,-5.4268,-5.4268
10.0003,17.4738,-5.4268,-5.4268
10.0010,17.2800,-5.4268,-5.4268
10.0001,17.5133,-5.4268,-5.4268
10.0013,17.4258,-5.4268,-5.4268
10.0016,17.2528,-5.4878,-5.4878
10.0012,17.3293,-5.4878,-5.4878
10.0010,17.4307,-5.4268,-5.4268
10.0015,17.4197,-5.4268,-5.4268
10.0027,17.2159,-5.4878,-5.4878
10.0020,17.4128,-5.3659,-5.3659
10.0013,17.5384,-5.6098,-5.6098
10.0017,17.4365,-5.5488,-5.5488
10.0025,17.4031,-5.4268,-5.4268
10.0022,17.4304,-5.4268,-5.4268
10.0025,17.2073,-5.4268,-5.4268
10.0027,17.3216,-5.4268,-5.4268
10.0032,17.6237,-5.4268,-5.4268
10.0047,17.4691,-5.4878,-5.4878
10.0043,17.3579,-5.4878,-5.4878
10.0033,17.4429,-5.4878,-5.4878
10.0039,17.2169,-5.4268,-5.4268
10.0037,17.2728,-5.5488,-5.5488
10.0041,17.4983,-5.4878,-5.4878
10.0050,17.5869,-5.4878,-5.4878
10.0068,17.3651,-5.3659,-5.3659
10.0062,17.1337,-5.4878,-5.4878
10.0055,17.2762,-5.4268,-5.4268
10.0054,17.2514,-5.4878,-5.4878
10.0049,17.3943,-5.4878,-5.4878
10.0049,17.1510,-5.4268,-5.4268
10.0041,17.4462,-5.4268,-5.4268
10.0051,17.4468,-5.4268,-5.4268
10.0056,17.6132,-5.4268,-5.4268
10.0058,17.3086,-5.4878,-5.4878
10.0060,17.3063,-5.4878,-5.4878
10.0062,17.3262,-5.3659,-5.3659
10.0058,17.2268,-5.4268,-5.4268
10.0049,17.3719,-5.4268,-5.4268
10.0056,17.4045,-5.4878,-5.4878
10.0065,17.2885,-5.3659,-5.3659
10.0075,17.2335,-5.3659,-5.3659
10.0082,17.6054,-5.4268,-5.4268
10.0096,17.3285,-5.4878,-5.4878
10.0095,17.2485,-5.4878,-5.4878
10.0083,17.2631,-5.4268,-5.4268
10.0085,17.6542,-5.4268,-5.4268
10.0105,17.2724,-5.3659,-5.3659
10.0107,17.4288,-5.4268,-5.4268
10.0118,17.5816,-5.3659,-5.3659
10.0128,17.3888,-5.4268,-5.4268
10.0125,17.2890,-5.4268,-5.4268
10.0121,17.3356,-5.4268,-5.4268
10.0123,17.3715,-5.4878,-5.4878
10.0122,17.5410,-5.4268,-5.4268
10.0135,17.2353,-5.4268,-5.4268
10.0122,17.2497,-5.4878,-5.4878
10.0123,17.1427,-5.4878,-5.4878
10.0106,17.4244,-5.4878,-5.4878
10.0106,17.3566,-5.4878,-5.4878
10.0113,17.4103,-5.3659,-5.3659
10.0128,17.3328,-5.4268,-5.4268
10.0127,17.3204,-5.4878,-5.4878
10.0134,17.3335,-5.4268,-5.4268
10.0133,17.2582,-5.4878,-5.4878
10.0138,17.5389,-5.4268,-5.4268
10.0153,17.3288,-5.3659,-5.3659
10.0146,17.5079,-5.4878,-5.4878
10.0156,17.6271,-5.4878,-5.4878
10.0163,17.2186,-5.4268,-5.4268
10.0163,17.3519,-5.4268,-5.4268
10.0166,17.1628,-5.4268,-5.4268
10.0165,17.3592,-5.4268,-5.4268
10.0169,17.3583,-5.4268,-5.4268
10.0167,17.4176,-5.4878,-5.4878
10.0174,17.2862,-5.4878,-5.4878
10.0175,17.3425,-5.4878,-5.4878
10.0171,17.2641,-5.4268,-5.4268
10.0180,17.4759,-5.3659,-5.3659
10.0182,17.6126,-5.4878,-5.4878
10.0181,17.3574,-5.4878,-5.4878
10.0175,17.3023,-5.4878,-5.4878
10.0166,17.4351,-5.4878,-5.4878
10.0167,17.1858,-5.4268,-5.4268
10.0159,17.3353,-5.4268,-5.4268
10.0153,17.2179,-5.4878,-5.4878
10.0155,17.3719,-5.4268,-5.4268
10.0161,17.1406,-5.4268,-5.4268
10.0150,17.3042,-5.4268,-5.4268
10.0148,17.3622,-5.4878,-5.4878
10.0153,17.2457,-5.4268,-5.4268
10.0151,17.2134,-5.4268,-5.4268
10.0152,17.5727,-5.4268,-5.4268
10.0170,17.3015,-5.5488,-5.5488
10.0172,17.2603,-5.3659,-5.3659
10.0177,17.4478,-5.4268,-5.4268
10.0192,17.1821,-5.4268,-5.4268
10.0183,17.2645,-5.4878,-5.4878
10.0185,17.3050,-5.4268,-5.4268
10.0189,17.2133,-5.3659,-5.3659
10.0183,17.3433,-5.4878,-5.4878
10.0189,17.2083,-5.4878,-5.4878
10.0193,17.5630,-5.4878,-5.4878
10.0204,17.1069,-5.4878,-5.4878
10.0202,17.2815,-5.4878,-5.4878
10.0208,17.5295,-5.4268,-5.4268
10.0217,17.4367,-5.4878,-5.4878
10.0223,17.4810,-5.4268,-5.4268
10.0227,17.4755,-5.4268,-5.4268
10.0222,17.4920,-5.4878,-5.4878
10.0227,17.3958,-5.4268,-5.4268
10.0236,17.4800,-5.4268,-5.4268
10.0241,17.5054,-5.4878,-5.4878
10.0249,17.4476,-5.4268,-5.4268
10.0266,17.2883,-5.3659,-5.3659
10.0267,17.3634,-5.3659,-5.3659
10.0272,17.4819,-5.4878,-5.4878
10.0281,17.4536,-5.3659,-5.3659
10.0293,17.3105,-5.3659,-5.3659
10.0292,17.7175,-5.4878,-5.4878
10.0315,17.5798,-5.4268,-5.4268
10.0313,17.4591,-5.4878,-5.4878
10.0316,17.6134,-5.4878,-5.4878
10.0321,17.3267,-5.4268,-5.4268
10.0313,17.3527,-5.4878,-5.4878
10.0313,17.5809,-5.4268,-5.4268
10.0324,17.5009,-5.4268,-5.4268
10.0338,17.4307,-5.4268,-5.4268
10.0341,17.5144,-5.4878,-5.4878
10.0358,17.3895,-5.4268,-5.4268
10.0345,17.3579,-5.5488,-5.5488
10.0341,17.2730,-5.5488,-5.5488
10.0341,17.1659,-5.3659,-5.3659
10.0342,17.4926,-5.3659,-5.3659
10.0342,17.1201,-5.4878,-5.4878
10.0325,17.3886,-5.4878,-5.4878
10.0325,17.4410,-5.4878,-5.4878
10.0328,17.4478,-5.3659,-5.3659
10.0341,17.3233,-5.3659,-5.3659
10.0338,17.5683,-5.4268,-5.4268
10.0349,17.3404,-5.4878,-5.4878
10.0349,17.2959,-5.4268,-5.4268
10.0342,17.5109,-5.5488,-5.5488
10.0349,17.4220,-5.4268,-5.4268
10.0342,17.4244,-5.4878,-5.4878
10.0327,17.3278,-5.5488,-5.5488
10.0325,17.2235,-5.3659,-5.3659
10.0315,17.4304,-5.3659,-5.3659
10.0328,17.2804,-5.4268,-5.4268
10.0327,17.5871,-5.4878,-5.4878
10.0319,17.3553,-5.4878,-5.4878
10.0318,17.2739,-5.4878,-5.4878
10.0324,17.3446,-5.3659,-5.3659
10.0326,17.6449,-5.5488,-5.5488
10.0326,17.3749,-5.5488,-5.5488
10.0315,17.3217,-5.4878,-5.4878
10.0323,17.4061,-5.3659,-5.3659
10.0335,17.2570,-5.4268,-5.4268
10.0326,17.1606,-5.5488,-5.5488
10.0298,17.4316,-5.6098,-5.6098
10.0301,17.1674,-5.4878,-5.4878
10.0308,17.1881,-5.3659,-5.3659
10.0309,17.1012,-5.4268,-5.4268
10.0301,17.4842,-5.4878,-5.4878
10.0293,17.1882,-5.5488,-5.5488
10.0290,17.6638,-5.3659,-5.3659
10.0321,17.3237,-5.3659,-5.3659
10.0325,17.6659,-5.4878,-5.4878
10.0346,17.2353,-5.4878,-5.4878
10.0343,17.2608,-5.4878,-5.4878
10.0340,17.4401,-5.3659,-5.3659
10.0351,17.3022,-5.3659,-5.3659
10.0353,17.5943,-5.4878,-5.4878
10.0364,17.5899,-5.4268,-5.4268
10.0362,17.3005,-5.4878,-5.4878
10.0372,17.2530,-5.3659,-5.3659
10.0375,17.2499,-5.3659,-5.3659
10.0388,17.3237,-5.3659,-5.3659
10.0369,17.3759,-5.6098,-5.6098
10.0363,17.3189,-5.4878,-5.4878
10.0362,17.1401,-5.3659,-5.3659
10.0355,17.2803,-5.4268,-5.4268
10.0356,17.5403,-5.4268,-5.4268
10.0368,17.2921,-5.4878,-5.4878
10.0358,17.4276,-5.5488,-5.5488
10.0369,17.2450,-5.4268,-5.4268
10.0377,17.4090,-5.3659,-5.3659
10.0378,17.1856,-5.4878,-5.4878
10.0377,17.1880,-5.4268,-5.4268
10.0369,17.5617,-5.4268,-5.4268
10.0386,17.3271,-5.4268,-5.4268
10.0385,17.3315,-5.3049,-5.3049
10.0383,17.3532,-5.4878,-5.4878
10.0381,17.2649,-5.5488,-5.5488
10.0373,17.3113,-5.4878,-5.4878
10.0373,17.5542,-5.3659,-5.3659
10.0391,17.3134,-5.4268,-5.4268
10.0385,17.2885,-5.4878,-5.4878
10.0376,17.3114,-5.4878,-5.4878
10.0362,17.3711,-5.4878,-5.4878
10.0371,17.4850,-5.4268,-5.4268
10.0378,17.3733,-5.4268,-5.4268
10.0376,17.1583,-5.4268,-5.4268
10.0358,17.4152,-5.4878,-5.4878
10.0352,17.2186,-5.4268,-5.4268
10.0353,17.3472,-5.3659,-5.3659
10.0354,17.3387,-5.4878,-5.4878
10.0351,17.3687,-5.5488,-5.5488
10.0341,17.1686,-5.4878,-5.4878
10.0329,17.5377,-5.4268,-5.4268
10.0339,17.3323,-5.4268,-5.4268
10.0334,17.0838,-5.4268,-5.4268
10.0328,17.2507,-5.4268,-5.4268
10.0326,17.2759,-5.5488,-5.5488
10.0328,17.2797,-5.3659,-5.3659
10.0332,17.6079,-5.4268,-5.4268
10.0339,17.5299,-5.4878,-5.4878
10.0346,17.5274,-5.4268,-5.4268
10.0363,17.5863,-5.4268,-5.4268
10.0372,17.1033,-5.3659,-5.3659
10.0358,17.5295,-5.4268,-5.4268
10.0363,17.5241,-5.4878,-5.4878
10.0353,17.3085,-5.6098,-5.6098
10.0356,17.4800,-5.3659,-5.3659
10.0370,17.5752,-5.3659,-5.3659
10.0382,17.5044,-5.4878,-5.4878
10.0392,17.4152,-5.4878,-5.4878
10.0383,17.4425,-5.4878,-5.4878
10.0387,17.2803,-5.4878,-5.4878
10.0388,17.2939,-5.4268,-5.4268
10.0390,17.1752,-5.4878,-5.4878
10.0373,17.2011,-5.5488,-5.5488
10.0360,17.2552,-5.4878,-5.4878
10.0358,17.4240,-5.3659,-5.3659
10.0368,17.4261,-5.3659,-5.3659
10.0360,17.1562,-5.4878,-5.4878
10.0341,17.3664,-5.4878,-5.4878
10.0345,17.2093,-5.4268,-5.4268
10.0333,17.2462,-5.4268,-5.4268
10.0326,17.3485,-5.4268,-5.4268
10.0317,17.2220,-5.4878,-5.4878
10.0317,17.2466,-5.3659,-5.3659
10.0312,17.6281,-5.4268,-5.4268
10.0319,17.3053,-5.4268,-5.4268
10.0320,17.3723,-5.4878,-5.4878
10.0326,17.3383,-5.3659,-5.3659
10.0317,17.4110,-5.5488,-5.5488
10.0329,17.4601,-5.4268,-5.4268
10.0319,17.5144,-5.5488,-5.5488
10.0318,17.1888,-5.4878,-5.4878
10.0314,17.4682,-5.3659,-5.3659
10.0333,17.4675,-5.3049,-5.3049
10.0336,17.4695,-5.4878,-5.4878
10.0318,17.4873,-5.6098,-5.6098
10.0327,17.3566,-5.4268,-5.4268
10.0347,17.3082,-5.3049,-5.3049
10.0354,17.2768,-5.3659,-5.3659
10.0344,17.5141,-5.5488,-5.5488
10.0344,17.4716,-5.5488,-5.5488
10.0332,17.3900,-5.4878,-5.4878
10.0338,17.3498,-5.3659,-5.2439
10.0351,17.3399,-5.3659,-5.3659
10.0345,17.3686,-5.6098,-5.6098
10.0331,17.3459,-5.4878,-5.4878
10.0336,17.3306,-5.3659,-5.3659
10.0351,17.5216,-5.3049,-5.3049
10.0368,17.4532,-5.4878,-5.4878
10.0360,17.2499,-5.6098,-5.6707
10.0333,17.4847,-5.5488,-5.4878
10.0342,17.4284,-5.3659,-5.3659
10.0357,17.6261,-5.3659,-5.3659
10.0370,17.1485,-5.6098,-5.6098
10.0339,17.1306,-5.6707,-5.6707
10.0335,17.3485,-5.3659,-5.3659
10.0350,17.5894,-5.3049,-5.3049
10.0371,17.2535,-5.4878,-5.4878
10.0366,17.3703,-5.5488,-5.5488
10.0355,17.3407,-5.5488,-5.5488
10.0360,17.3243,-5.3659,-5.3659
10.0375,17.5317,-5.3049,-5.3049
10.0393,17.2488,-5.4268,-5.4268
10.0378,17.4450,-5.6098,-5.6098
10.0365,17.4454,-5.5488,-5.5488
10.0365,17.2613,-5.3049,-5.3049
10.0374,17.4045,-5.3049,-5.3049
10.0383,17.1541,-5.4268,-5.4268
10.0364,17.2778,-5.6098,-5.6098
10.0349,17.3907,-5.4878,-5.4878
10.0363,17.5743,-5.2439,-5.2439
10.0391,17.2545,-5.3049,-5.3049
10.0380,17.3420,-5.5488,-5.5488
10.0370,17.3579,-5.6098,-5.6098
10.0364,17.4066,-5.3659,-5.3659
10.0377,17.2662,-5.3049,-5.3049
10.0378,17.2422,-5.4878,-5.4878
10.0361,17.3214,-5.6098,-5.6098
10.0345,17.3929,-5.5488,-5.5488
10.0336,17.2539,-5.4878,-5.4878
10.0337,17.5127,-5.3049,-5.3049
10.0344,17.5039,-5.4878,-5.4878
10.0334,17.3822,-5.4878,-5.4878
10.0335,17.1488,-5.4268,-5.4268
10.0331,17.4579,-5.3659,-5.3659
10.0352,17.3566,-5.3659,-5.3659
10.0358,17.7115,-5.5488,-5.5488
10.0362,17.2633,-5.4878,-5.4878
10.0351,17.6542,-5.4268,-5.4268
10.0370,17.4090,-5.3659,-5.3659
10.0369,17.5194,-5.5488,-5.5488
10.0372,17.5152,-5.5488,-5.5488
10.0372,17.3625,-5.4878,-5.4878
10.0379,17.2231,-5.4268,-5.4268
10.0372,17.4101,-5.5488,-5.5488
10.0366,17.4996,-5.5488,-5.5488
10.0370,17.3476,-5.4878,-5.4878
10.0374,17.4256,-5.3659,-5.3659
10.0389,17.3383,-5.4268,-5.4268
10.0391,17.2189,-5.4878,-5.4878
10.0373,17.4817,-5.5488,-5.5488
10.0371,17.3477,-5.4878,-5.4878
10.0374,17.5198,-5.4268,-5.4268
10.0385,17.1607,-5.4268,-5.4268
10.0373,17.3999,-5.5488,-5.5488
10.0361,17.3515,-5.5488,-5.5488
10.0369,17.5170,-5.3049,-5.3049
10.0389,17.5635,-5.3049,-5.3049
10.0399,17.1646,-5.4268,-5.4268
10.0373,17.3732,-5.5488,-5.5488
10.0366,17.1232,-5.4878,-5.4878
10.0361,17.3318,-5.3659,-5.3659
10.0368,17.5528,-5.3049,-5.3049
10.0374,17.3433,-5.6098,-5.6098
10.0366,17.4000,-5.5488,-5.5488
10.0361,17.5140,-5.4878,-5.4878
10.0370,17.2753,-5.4268,-5.4268
10.0376,17.4105,-5.3049,-5.3049
10.0380,17.4032,-5.4878,-5.4878
10.0369,17.1122,-5.4878,-5.4878
10.0364,17.3386,-5.4268,-5.4268
10.0370,17.4382,-5.3659,-5.3659
10.0382,17.3925,-5.3659,-5.3659
10.0380,17.4031,-5.4878,-5.4878
10.0385,17.3549,-5.4268,-5.4268
10.0388,17.2781,-5.4268,-5.4268
10.0399,17.5292,-5.4268,-5.4268
10.0408,17.2919,-5.3659,-5.3659
10.0401,17.2262,-5.5488,-5.5488
10.0390,17.3506,-5.4878,-5.4878
10.0394,17.5152,-5.4268,-5.4268
10.0412,17.1896,-5.4268,-5.4268
10.0403,17.6012,-5.4878,-5.4878
10.0409,17.4209,-5.5488,-5.5488
10.0401,17.5184,-5.5488,-5.5488
10.0408,17.3036,-5.4268,-5.4268
10.0407,17.3913,-5.4268,-5.4268
10.0411,17.1862,-5.4268,-5.4268
10.0391,17.4538,-5.4878,-5.4878
10.0403,17.2109,-5.4268,-5.4268
10.0393,17.1724,-5.4268,-5.4268
10.0380,17.3302,-5.4878,-5.4878
10.0370,17.3080,-5.4268,-5.4268
10.0362,17.1598,-5.4878,-5.4878
10.0353,17.6077,-5.4878,-5.4878
10.0372,17.3421,-5.3659,-5.3659
10.0372,17.3873,-5.4878,-5.4878
10.0373,17.1768,-5.4268,-5.4268
10.0360,17.5248,-5.4878,-5.4878
10.0375,17.4086,-5.3659,-5.3659
10.0383,17.5499,-5.4268,-5.4268
10.0387,17.4838,-5.4878,-5.4878
10.0390,17.1411,-5.4268,-5.4268
10.0395,17.4363,-5.3659,-5.3659
10.0394,17.2518,-5.4878,-5.4878
10.0382,17.1496,-5.4878,-5.4878
10.0373,17.5123,-5.4268,-5.4268
10.0379,17.3899,-5.4268,-5.4268
10.0379,17.3519,-5.3659,-5.3659
10.0384,17.4964,-5.4268,-5.4268
10.0382,17.1499,-5.4268,-5.4268
10.0368,17.3139,-5.5488,-5.5488
10.0365,17.3540,-5.4268,-5.4268
10.0370,17.4870,-5.3659,-5.3659
10.0374,17.4753,-5.4268,-5.4268
10.0376,17.3062,-5.5488,-5.5488
10.0374,17.4769,-5.4268,-5.4268
10.0387,17.0402,-5.4268,-5.4268
10.0373,17.1001,-5.4268,-5.4268
10.0379,17.3689,-5.3049,-5.3049
10.0387,17.2521,-5.4878,-5.4878
10.0374,17.5328,-5.5488,-5.5488
10.0376,17.3238,-5.4268,-5.4268
10.0370,17.3319,-5.4268,-5.4268
10.0373,17.3634,-5.4268,-5.4268
10.0374,17.6380,-5.4268,-5.4268
10.0384,17.3656,-5.4878,-5.4878
10.0396,17.5471,-5.4268,-5.4268
10.0398,17.3378,-5.3659,-5.3659
10.0405,17.2713,-5.4268,-5.4268
10.0391,17.3279,-5.4878,-5.4878
10.0385,17.4066,-5.4268,-5.4268
10.0376,17.3643,-5.4268,-5.4268
10.0380,17.4109,-5.3659,-5.3659
10.0386,17.4157,-5.3659,-5.3659
10.0381,17.3395,-5.4268,-5.4268
10.0381,17.5259,-5.4268,-5.4268
10.0389,17.4169,-5.3659,-5.3659
10.0401,17.2898,-5.4268,-5.4268
10.0390,17.4450,-5.4268,-5.4268
10.0401,17.5245,-5.4878,-5.4878
10.0410,17.3895,-5.4878,-5.4878
10.0411,17.2713,-5.4268,-5.4268
10.0419,17.5533,-5.4268,-5.4268
10.0419,17.1637,-5.4878,-5.4878
10.0400,17.3066,-5.4878,-5.4878
10.0400,17.3093,-5.4878,-5.4878
10.0409,17.4287,-5.3659,-5.3659
10.0413,17.4429,-5.4268,-5.4268
10.0417,17.3991,-5.4878,-5.4878
10.0421,17.5058,-5.4878,-5.4878
10.0422,17.3997,-5.5488,-5.5488
10.0416,17.2852,-5.4878,-5.4878
10.0414,17.4486,-5.3659,-5.3659
10.0426,17.4774,-5.4268,-5.4268
10.0435,17.3132,-5.4268,-5.4268
10.0421,16.9486,-5.4878,-5.4878
10.0414,17.3844,-5.3659,-5.3659
10.0415,17.5471,-5.4268,-5.4268
10.0421,17.2052,-5.4878,-5.4878
10.0408,17.3960,-5.5488,-5.5488
10.0398,17.2895,-5.4878,-5.4878
10.0393,17.1818,-5.4878,-5.4878
10.0384,17.4308,-5.4268,-5.4268
10.0390,17.3993,-5.3659,-5.3659
10.0384,17.2848,-5.4268,-5.4268
10.0384,17.2984,-5.4268,-5.4268
10.0377,17.2455,-5.4268,-5.4268
10.0374,17.2052,-5.4268,-5.4268
10.0367,17.3608,-5.4268,-5.4268
10.0367,17.5062,-5.3659,-5.3659
10.0368,17.3233,-5.4878,-5.4878
10.0377,17.3664,-5.3659,-5.3659
10.0380,17.3002,-5.4268,-5.4268
10.0376,17.3957,-5.5488,-5.5488
10.0369,17.2672,-5.5488,-5.5488
10.0358,17.2655,-5.4878,-5.4878
10.0351,17.1317,-5.4878,-5.4878
10.0346,17.2697,-5.4878,-5.4878
10.0344,17.3540,-5.4878,-5.4878
10.0349,17.3903,-5.4878,-5.4878
10.0344,17.3266,-5.4268,-5.4268
10.0335,17.2365,-5.4268,-5.4268
10.0332,17.6126,-5.3659,-5.3659
10.0344,17.4538,-5.4878,-5.4878
10.0335,17.5609,-5.5488,-5.5488
10.0334,17.4929,-5.4268,-5.4268
10.0339,17.3890,-5.4268,-5.4268
10.0335,17.5027,-5.5488,-5.5488
10.0340,17.4127,-5.4878,-5.4878
10.0335,17.3916,-5.4878,-5.4878
10.0327,17.4563,-5.4878,-5.4878
10.0337,17.2182,-5.4268,-5.4268
10.0334,17.3975,-5.4268,-5.4268
10.0333,17.0991,-5.4878,-5.4878
10.0310,17.5676,-5.4268,-5.4268
10.0316,17.3846,-5.4268,-5.4268
10.0319,17.4244,-5.4268,-5.4268
10.0327,17.3335,-5.4268,-5.4268
10.0334,17.3971,-5.4878,-5.4878
10.0339,17.4611,-5.3659,-5.3659
10.0341,17.3480,-5.4268,-5.4268
10.0331,17.4806,-5.4268,-5.4268
10.0332,17.2372,-5.4268,-5.4268
10.0320,17.2946,-5.4878,-5.4878
10.0324,17.2256,-5.4268,-5.4268
10.0317,17.3154,-5.3659,-5.3659
10.0314,17.3102,-5.5488,-5.5488
10.0314,17.3170,-5.4878,-5.4878
10.0319,17.3037,-5.3659,-5.3659
10.0316,17.3476,-5.4878,-5.4878
10.0319,17.3579,-5.4268,-5.4268
10.0308,17.4892,-5.4878,-5.4878
10.0309,17.4979,-5.4878,-5.4878
10.0311,17.3485,-5.5488,-5.5488
10.0319,17.2798,-5.3049,-5.3049
10.0326,17.3600,-5.4268,-5.4268
10.0323,17.5162,-5.4268,-5.4268
10.0328,17.2165,-5.4268,-5.4268
10.0326,17.3374,-5.4878,-5.4878
10.0328,17.2847,-5.4878,-5.4878
10.0324,17.2901,-5.5488,-5.5488
10.0319,17.2607,-5.4878,-5.4878
10.0309,17.4025,-5.4878,-5.4878
10.0305,17.4777,-5.4268,-5.4268
10.0314,17.2318,-5.4878,-5.4878
10.0311,17.6293,-5.4878,-5.4878
10.0312,17.0624,-5.5488,-5.5488
10.0305,17.1268,-5.4268,-5.4268
10.0301,17.2278,-5.4268,-5.4268
10.0297,17.3237,-5.4268,-5.4268
10.0282,17.2818,-5.4878,-5.4878
10.0265,17.3992,-5.4878,-5.4878
10.0265,17.4019,-5.4878,-5.4878
10.0260,17.3868,-5.5488,-5.5488
10.0259,17.3515,-5.4878,-5.4878
10.0253,17.4938,-5.5488,-5.5488
10.0265,17.4659,-5.3659,-5.3659
10.0274,17.2719,-5.4268,-5.4268
10.0270,17.4902,-5.4268,-5.4268
10.0263,17.3932,-5.4878,-5.4878
10.0267,17.2267,-5.4268,-5.4268
10.0271,17.4314,-5.4268,-5.4268
10.0268,17.4880,-5.4878,-5.4878
10.0272,17.1974,-5.4878,-5.4878
10.0258,17.3246,-5.4268,-5.4268
10.0254,17.3434,-5.4878,-5.4878
10.0255,17.3447,-5.4268,-5.4268
10.0252,17.3860,-5.4878,-5.4878
10.0249,17.4082,-5.4878,-5.4878
10.0247,17.3275,-5.3659,-5.3659
10.0250,17.2363,-5.4268,-5.4268
10.0250,17.2699,-5.4268,-5.4268
10.0247,17.4117,-5.4878,-5.4878
10.0246,17.5353,-5.4878,-5.4878
10.0247,17.4029,-5.4878,-5.4878
10.0249,17.2982,-5.4268,-5.4268
10.0251,17.3460,-5.4268,-5.4268
10.0251,17.2436,-5.4878,-5.4878
10.0247,17.4669,-5.4878,-5.4878
10.0240,17.3851,-5.4268,-5.4268
10.0255,17.0321,-5.4268,-5.4268
10.0248,17.5169,-5.4268,-5.4268
10.0255,17.1301,-5.3659,-5.3659
10.0254,17.5461,-5.3659,-5.3659
10.0263,17.5853,-5.5488,-5.5488
10.0267,17.4640,-5.4878,-5.4878
10.0265,17.4005,-5.4268,-5.4268
10.0270,17.3741,-5.4268,-5.4268
10.0278,17.5116,-5.4268,-5.4268
10.0286,17.3732,-5.4878,-5.4878
10.0296,17.3092,-5.5488,-5.5488
10.0295,17.3527,-5.3659,-5.3659
10.0291,17.4382,-5.4268,-5.4268
10.0303,17.5489,-5.4268,-5.4268
10.0304,17.4853,-5.4878,-5.4878
10.0311,17.0685,-5.4878,-5.4878
10.0295,17.2382,-5.4268,-5.4268
10.0294,17.2937,-5.4878,-5.4878
10.0297,17.4431,-5.4268,-5.4268
10.0294,17.2792,-5.4878,-5.4878
10.0290,17.4909,-5.4268,-5.4268
10.0293,17.2876,-5.4878,-5.4878
10.0283,17.2908,-5.4878,-5.4878
10.0283,17.5335,-5.4268,-5.4268
10.0295,17.3817,-5.4268,-5.4268
10.0280,17.3881,-5.5488,-5.5488
10.0293,17.4826,-5.4268,-5.4268
10.0297,17.2568,-5.4878,-5.4878
10.0293,17.2408,-5.4878,-5.4878
10.0287,17.4858,-5.4878,-5.4878
10.0285,17.3515,-5.4878,-5.4878
10.0290,17.3749,-5.3659,-5.3659
10.0303,17.2262,-5.4268,-5.4268
10.0302,17.4060,-5.4878,-5.4878
10.0300,17.4014,-5.4268,-5.4268
10.0301,17.2412,-5.4878,-5.4878
10.0289,17.5367,-5.5488,-5.5488
10.0307,17.3113,-5.3659,-5.3659
10.0293,17.2826,-5.4268,-5.4268
10.0289,17.5584,-5.4268,-5.4268
10.0292,17.1727,-5.4878,-5.4878
10.0282,17.2008,-5.4878,-5.4878
10.0281,17.4331,-5.4878,-5.4878
10.0283,17.5108,-5.4878,-5.4878
10.0292,17.5616,-5.4268,-5.4268
10.0304,17.4256,-5.3659,-5.3659
10.0321,17.3935,-5.3659,-5.3659
10.0318,17.5507,-5.4268,-5.4268
10.0330,17.5482,-5.4268,-5.4268
10.0344,17.2257,-5.4878,-5.4878
10.0345,17.4254,-5.4878,-5.4878
10.0356,17.1310,-5.4268,-5.4268
10.0352,17.5371,-5.4268,-5.4268
10.0359,17.5865,-5.4268,-5.4268
10.0369,17.3519,-5.4268,-5.4268
10.0372,17.5414,-5.3659,-5.3659
10.0376,17.2361,-5.4268,-5.4268
10.0360,17.4563,-5.4878,-5.4878
10.0363,17.4614,-5.4268,-5.4268
10.0358,17.3626,-5.4268,-5.4268
10.0366,17.3540,-5.4268,-5.4268
10.0365,17.3135,-5.4878,-5.4878
10.0366,17.4160,-5.4268,-5.4268
10.0368,17.4136,-5.4268,-5.4268
10.0360,17.3842,-5.4878,-5.4878
10.0360,17.1490,-5.4268,-5.4268
10.0371,17.3472,-5.4268,-5.4268
10.0367,17.5205,-5.4268,-5.4268
10.0357,17.3942,-5.4268,-5.4268
10.0364,17.3519,-5.3659,-5.3659
10.0370,17.4961,-5.4268,-5.4268
10.0366,17.2991,-5.3659,-5.3659
10.0370,17.2462,-5.4878,-5.4878
10.0377,17.5220,-5.4268,-5.4268
10.0375,17.3647,-5.4878,-5.4878
10.0362,17.2820,-5.4878,-5.4878
10.0352,17.3241,-5.5488,-5.5488
10.0350,17.4948,-5.4878,-5.4878
10.0354,17.1800,-5.4878,-5.4878
10.0340,17.4353,-5.4878,-5.4878
10.0345,17.5694,-5.4268,-5.4268
