ROLL_DMP,ROLL_ACC,ROLL_RATE_DMP,ROLL_RATE_GYRO
10.0359,17.4394,-5.4268,-5.4268
10.0364,17.4638,-5.4268,-5.4268
10.0377,17.6727,-5.3659,-5.3659
10.0389,17.4782,-5.4878,-5.4878
10.0405,17.2471,-5.3659,-5.3659
10.0395,17.3148,-5.4268,-5.4268
10.0396,17.5094,-5.5488,-5.5488
10.0395,17.3455,-5.4268,-5.4268
10.0394,17.2325,-5.4268,-5.4268
10.0395,17.3330,-5.3659,-5.3659
10.0393,17.3750,-5.3049,-5.3049
10.0669,17.1899,-0.0610,-5.4878
10.1220,17.4672,-0.0610,-5.4268
10.1786,17.3143,-0.1220,-5.4878
10.2331,17.2562,-0.0610,-5.3659
10.2875,17.3797,-0.0610,-5.4268
10.3409,17.3370,-0.0610,-5.4268
10.3941,17.4910,-0.0610,-5.4268
10.4474,17.2750,-0.1220,-5.4878
10.5000,17.6523,-0.0610,-5.4268
10.5533,17.3489,-0.1220,-5.4878
10.6037,17.2926,-0.1220,-5.5488
10.6544,17.3895,-0.0610,-5.4268
10.7059,17.4669,-0.0610,-5.4268
10.7574,17.3979,-0.0610,-5.4268
10.8083,17.3446,-0.0610,-5.4878
10.8573,17.3061,-0.0610,-5.4268
10.9073,17.2818,-0.0610,-5.3659
10.9559,17.2278,-0.0610,-5.4268
11.0031,17.3981,-0.1220,-5.4878
11.0511,17.3519,-0.1220,-5.5488
11.0980,17.4224,-0.1829,-5.5488
11.1449,17.0622,-0.1220,-5.4878
11.1911,17.2537,-0.0610,-5.3659
11.2379,17.3664,-0.0610,-5.4268
11.2835,17.4399,-0.0610,-5.4878
11.3292,17.1976,-0.1220,-5.4878
11.3746,17.3228,-0.0610,-5.4268
11.4204,17.2028,-0.0610,-5.3659
11.4644,17.2876,-0.1220,-5.4878
11.5084,17.5772,-0.1220,-5.5488
11.5526,17.5446,-0.1829,-5.5488
11.5977,17.1564,-0.0610,-5.3659
11.6410,17.3634,-0.0610,-5.4268
11.6852,17.5407,0.0000,-5.4268
11.7291,17.2982,-0.1220,-5.5488
11.7713,17.4378,-0.0610,-5.4268
11.8142,17.4690,-0.0610,-5.4268
11.8561,17.2876,-0.0610,-5.3659
11.8966,17.2497,-0.0610,-5.4878
11.9370,17.3963,-0.1220,-5.5488
11.9771,17.4950,-0.0610,-5.4268
12.0184,17.3711,-0.1220,-5.4878
12.0591,17.2332,-0.0610,-5.4268
12.0991,17.5342,-0.0610,-5.4878
12.1378,17.4360,-0.1829,-5.6098
12.1771,17.3827,-0.0610,-5.4268
12.2173,17.4988,-0.0610,-5.3659
12.2572,17.2716,-0.1220,-5.4878
12.2943,17.1380,-0.1220,-5.5488
12.3308,17.3340,-0.0610,-5.4878
12.3686,17.5536,-0.0610,-5.4268
12.4078,17.5830,-0.0610,-5.4268
12.4454,17.3472,-0.1220,-5.4878
12.4819,17.3711,-0.1220,-5.5488
12.5197,17.3369,-0.0610,-5.4268
12.5556,17.4480,-0.0610,-5.3659
12.5922,17.3267,-0.0610,-5.4268
12.6267,17.3944,-0.1220,-5.5488
12.6617,17.3702,-0.0610,-5.4878
12.6969,17.4330,-0.1220,-5.4878
12.7335,17.3527,-0.0610,-5.3659
12.7681,17.2598,-0.0610,-5.4268
12.8030,17.5277,-0.0610,-5.4268
12.8385,17.1972,-0.0610,-5.3659
12.8725,17.2647,-0.1220,-5.4878
12.9052,17.5367,-0.0610,-5.4268
12.9395,17.3070,-0.0610,-5.4878
12.9721,17.3510,-0.0610,-5.4878
13.0057,17.3244,-0.0610,-5.3659
13.0374,17.3293,-0.0610,-5.4268
13.0694,17.2865,-0.0610,-5.4878
13.1019,17.3919,-0.0610,-5.4878
13.1336,17.3112,0.0000,-5.4268
13.1658,17.2232,0.0000,-5.3049
13.1973,17.1891,-0.1220,-5.4878
13.2262,17.3613,-0.1220,-5.5488
13.2566,17.1987,-0.1220,-5.5488
13.2875,17.3749,-0.0610,-5.3659
13.3182,17.3622,-0.0610,-5.4268
13.3485,17.3429,-0.0610,-5.4268
13.3788,17.4655,-0.0610,-5.4878
13.4094,17.4643,0.0000,-5.4268
13.4398,17.4219,-0.0610,-5.3659
13.4708,17.4079,0.0000,-5.3049
13.5006,17.2315,0.0000,-5.3659
13.5293,17.4944,-0.0610,-5.4878
13.5579,17.4468,-0.1829,-5.5488
13.5865,17.4126,-0.0610,-5.4268
13.6159,17.4168,-0.0610,-5.3659
13.6438,17.2797,-0.1220,-5.4878
13.6711,17.4085,0.0000,-5.4268
13.6986,17.5528,-0.0610,-5.4878
13.7267,17.5144,-0.0610,-5.3659
13.7548,17.2870,-0.0610,-5.4268
13.7813,17.4142,-0.0610,-5.4268
13.8084,17.4072,-0.0610,-5.4878
13.8337,17.5530,0.0000,-5.4268
13.8607,17.4421,-0.0610,-5.4268
13.8883,17.3741,-0.0610,-5.3659
13.9145,17.4120,-0.0610,-5.4268
13.9416,17.1953,-0.1220,-5.4878
13.9652,17.5288,-0.1220,-5.5488
13.9907,17.2294,-0.0610,-5.4268
14.0157,17.2946,-0.0610,-5.4268
14.0414,17.2320,0.0000,-5.3659
14.0660,17.2791,-0.1220,-5.4878
14.0894,17.2842,-0.0610,-5.4268
14.1131,17.1301,-0.0610,-5.4878
14.1359,17.4521,-0.0610,-5.4268
14.1599,17.3046,-0.0610,-5.4268
14.1832,17.4106,-0.1829,-5.5488
14.2078,17.3242,0.0000,-5.4268
14.2316,17.3485,-0.0610,-5.4878
14.2546,17.2798,-0.1829,-5.5488
14.2776,17.4407,-0.1220,-5.4878
14.3011,17.2868,-0.0610,-5.4268
14.3238,17.3032,0.0000,-5.3659
14.3458,17.4803,-0.1220,-5.5488
14.3685,17.1946,-0.1220,-5.5488
14.3902,17.3655,-0.1220,-5.4878
14.4125,17.5281,-0.0610,-5.3659
14.4364,17.3638,0.0000,-5.3659
14.4591,17.4034,0.0000,-5.4268
14.4811,17.5084,0.0000,-5.4268
14.5030,17.3728,-0.0610,-5.3659
14.5241,17.3630,-0.0610,-5.4268
14.5455,17.2596,-0.0610,-5.4268
14.5651,17.2382,-0.0610,-5.4878
14.5854,17.1787,-0.0610,-5.4268
14.6060,17.3159,-0.0610,-5.4268
14.6273,17.4806,0.0000,-5.3049
14.6481,17.0326,-0.0610,-5.4878
14.6657,17.3048,-0.1220,-5.5488
14.6853,17.3273,-0.0610,-5.4268
14.7048,17.3318,-0.0610,-5.4268
14.7258,17.1818,0.0000,-5.3659
14.7445,17.3003,-0.0610,-5.4878
14.7641,17.5501,-0.1220,-5.4878
14.7841,17.1984,-0.0610,-5.3659
14.8023,17.1829,-0.0610,-5.4268
14.8196,17.1504,-0.0610,-5.4268
14.8370,17.3750,-0.1829,-5.5488
14.8554,17.3762,-0.0610,-5.4268
14.8740,17.5418,-0.0610,-5.4268
14.8927,17.3776,-0.0610,-5.4268
14.9113,17.4660,-0.0610,-5.4878
14.9298,17.4582,-0.1220,-5.4268
14.9491,17.4011,-0.0610,-5.3659
14.9674,17.3335,-0.1220,-5.4268
14.9857,17.2064,-0.0610,-5.4878
15.0026,17.3728,0.0000,-5.4268
15.0206,17.1001,0.0000,-5.4268
15.0371,17.4753,-0.0610,-5.4268
15.0550,17.2348,-0.1220,-5.4878
15.0710,17.3664,-0.1220,-5.5488
15.0876,17.2576,-0.0610,-5.4268
15.1042,17.3070,-0.0610,-5.4268
15.1209,17.3950,-0.0610,-5.4268
15.1371,17.1385,-0.1220,-5.4878
15.1520,17.4220,-0.0610,-5.4878
15.1671,17.1815,-0.1829,-5.5488
15.1836,17.4527,-0.0610,-5.4268
15.2008,17.4123,-0.0610,-5.4268
15.2168,17.0411,-0.0610,-5.4268
15.2311,17.2006,-0.0610,-5.4268
15.2461,17.2342,-0.0610,-5.4268
15.2617,17.4314,-0.0610,-5.3659
15.2783,17.5021,-0.0610,-5.4268
15.2940,17.5112,-0.0610,-5.4268
15.3100,17.4787,0.0000,-5.4268
15.3251,17.2471,-0.0610,-5.4268
15.3403,17.3434,-0.0610,-5.3659
15.3556,17.1784,-0.0610,-5.4268
15.3689,17.3309,-0.1220,-5.4878
15.3833,17.4784,-0.0610,-5.4268
15.3978,17.4066,-0.0610,-5.4268
15.4130,17.3053,-0.1220,-5.4878
15.4271,17.2792,-0.1220,-5.4878
15.4401,17.3378,0.0000,-5.4268
15.4543,17.3391,-0.1220,-5.4878
15.4683,17.4378,-0.0610,-5.4268
15.4827,17.4532,0.0000,-5.3049
15.4972,17.4349,-0.0610,-5.4268
15.5118,17.3476,-0.0610,-5.4268
15.5248,17.1790,0.0000,-5.4268
15.5379,17.4605,-0.0610,-5.4268
15.5517,17.4251,-0.1220,-5.4878
15.5644,17.4741,-0.0610,-5.4268
15.5776,17.4593,-0.0610,-5.4268
15.5915,17.4333,-0.0610,-5.4268
15.6040,17.4423,-0.1220,-5.4878
15.6174,17.3909,-0.0610,-5.4268
15.6310,17.4081,-0.0610,-5.4268
15.6432,17.2400,-0.1220,-5.4878
15.6559,17.5498,-0.0610,-5.3659
15.6689,17.6651,-0.1220,-5.4878
15.6811,17.3111,-0.1829,-5.5488
15.6933,17.4758,-0.0610,-5.4268
15.7063,17.3335,-0.0610,-5.3659
15.7185,17.3951,0.0000,-5.3659
15.7301,17.3553,-0.1220,-5.4878
15.7409,17.3638,-0.1220,-5.4878
15.7522,17.1820,-0.0610,-5.4268
15.7637,17.3639,-0.0610,-5.4268
15.7762,17.2513,0.0000,-5.3659
15.7878,17.1559,-0.0610,-5.4268
15.7988,17.2676,-0.0610,-5.4268
15.8098,17.4620,-0.0610,-5.4268
15.8211,17.2739,-0.1220,-5.4878
15.8315,17.2628,-0.1220,-5.4878
15.8427,17.4135,0.0000,-5.4268
15.8535,17.1880,-0.0610,-5.4268
15.8639,17.2835,-0.0610,-5.4268
15.8744,17.2807,-0.0610,-5.4268
15.8853,17.5238,-0.0610,-5.4878
15.8966,17.3268,-0.0610,-5.4268
15.9070,17.5295,-0.0610,-5.4268
15.9184,17.1331,-0.0610,-5.4268
15.9292,17.3382,-0.0610,-5.3659
15.9385,17.4156,-0.1220,-5.4878
15.9481,17.1447,-0.0610,-5.4268
15.9573,17.1779,-0.0610,-5.4268
15.9668,17.2638,-0.0610,-5.4268
15.9766,17.2320,-0.0610,-5.4268
15.9857,17.3314,-0.1829,-5.5488
15.9950,17.4665,-0.1220,-5.4878
16.0052,17.3647,-0.0610,-5.4268
16.0154,17.4310,-0.0610,-5.4268
16.0250,17.3438,0.0000,-5.4268
16.0343,17.4844,-0.1220,-5.4878
16.0444,17.5285,-0.0610,-5.4268
16.0552,17.2641,-0.0610,-5.3659
16.0642,17.1096,0.0000,-5.4268
16.0724,17.4507,-0.0610,-5.4878
16.0813,17.3021,-0.1220,-5.4878
16.0904,17.1664,-0.0610,-5.3659
16.0986,17.3241,-0.0610,-5.4268
16.1067,17.3207,-0.0610,-5.4268
16.1159,17.3228,0.0000,-5.4268
16.1238,17.2894,-0.1220,-5.4878
16.1320,17.3339,-0.0610,-5.4268
16.1405,17.2733,-0.0610,-5.4268
16.1484,17.4233,-0.0610,-5.4268
16.1572,17.5216,-0.0610,-5.4878
16.1665,17.2656,-0.1220,-5.4878
16.1748,17.1835,-0.0610,-5.4268
16.1829,17.2898,-0.1220,-5.4878
16.1910,17.2029,0.0000,-5.4268
16.1993,17.2372,-0.0610,-5.4268
16.2064,17.4009,-0.1220,-5.4878
16.2144,17.1920,-0.0610,-5.4268
16.2226,17.5813,-0.0610,-5.4268
16.2309,17.1610,-0.0610,-5.4268
16.2374,17.2907,-0.1220,-5.4878
16.2448,17.3202,-0.0610,-5.4268
16.2530,17.2401,-0.0610,-5.4268
16.2603,17.3365,-0.0610,-5.4268
16.1827,20.6628,-17.1951,-22.6220
16.1560,18.1202,0.0000,-5.4268
16.0998,17.4169,-8.2927,-13.7195
16.0419,17.2569,-5.3659,-10.7927
16.0049,17.4020,-4.6951,-10.1220
15.9931,17.2265,-1.1585,-6.5854
15.9945,16.9234,-0.4878,-5.8537
16.0234,17.1795,2.6829,-2.6220
16.0653,17.3807,2.4390,-2.8659
16.0588,17.2360,-3.2927,-8.7195
15.9405,14.8568,-14.6341,-20.0610
15.9433,17.0942,-2.8659,-8.2927
15.9280,17.5296,-0.2439,-5.6098
15.8951,17.4806,-3.5366,-8.9634
15.8606,16.4457,-6.2805,-11.7073
15.7869,16.6876,-8.1098,-13.5366
15.7123,16.9139,-7.8049,-13.2317
15.6291,16.1998,-12.1951,-17.6220
15.4638,16.5433,-15.9146,-21.3415
15.3027,16.8375,-15.6098,-21.0366
15.1838,16.0811,-12.5610,-17.9878
15.0850,16.1941,-9.8171,-15.2439
14.9819,15.7160,-10.8537,-16.2805
14.8546,15.5894,-13.2317,-18.6585
14.6367,15.3179,-24.5122,-29.9390
14.3639,15.5314,-28.1707,-33.5976
14.0927,15.1319,-26.1585,-31.5854
13.9102,15.3768,-17.2561,-22.6829
13.8400,14.8878,-3.5366,-8.9634
13.8724,14.3343,2.9268,-2.3780
13.9698,14.7777,11.1585,5.8537
14.1309,15.0548,15.9146,10.6098
14.2487,15.2951,5.6098,0.3049
14.2782,15.3269,1.4024,-3.9024
14.2861,15.2046,0.0000,-5.4268
14.2648,16.0320,-3.8415,-9.2683
14.2177,15.1177,-6.0366,-11.4634
14.1060,13.6344,-11.4634,-16.8902
14.1545,14.4377,2.5000,-2.8659
14.0668,15.1111,-6.8293,-12.1951
13.9722,14.6921,-11.8293,-17.2561
13.8598,14.7601,-11.7073,-17.1341
13.7764,14.6286,-8.1098,-13.5366
13.6467,14.5744,-13.5366,-18.9634
13.5986,14.5789,-3.6585,-9.0854
13.6031,14.7641,-0.0610,-5.3659
13.6103,15.7421,-0.0610,-5.3659
13.4189,14.2167,-25.0000,-30.3659
13.1529,9.0996,-27.1341,-32.5610
12.8222,13.0186,-28.7195,-34.1463
12.5382,14.8872,-24.8780,-30.3049
12.3383,13.2836,-15.9756,-21.4024
12.3278,13.9859,-3.7805,-9.1463
12.1914,13.7710,-15.1829,-20.5488
12.0625,13.4164,-12.2561,-17.6220
11.9485,13.3975,-14.5732,-19.9390
11.7237,12.4544,-19.4512,-24.8171
11.4881,12.0441,-21.4634,-26.8293
11.2243,12.8440,-28.9634,-34.3293
10.9360,11.0866,-28.1098,-33.4756
10.7035,10.3472,-19.7561,-25.1220
10.5531,18.1396,-13.7195,-19.0854
10.5015,8.5433,-10.4878,-15.8537
10.4597,14.8226,-3.7195,-9.0854
10.3066,13.3521,-29.9390,-35.3049
9.9169,11.1397,-37.4390,-42.8049
9.5317,10.5096,-38.4756,-43.8415
9.3369,7.8789,-15.3659,-20.7317
9.3850,11.6347,-0.3659,-5.7317
9.2506,9.1612,-28.8415,-34.2073
8.7504,12.0358,-58.4146,-63.7805
8.0721,8.8798,-68.6585,-74.0244
7.4335,10.8350,-60.0000,-65.3659
6.9769,9.0514,-43.4146,-48.7805
6.6927,9.6078,-22.8659,-28.2317
6.6195,6.9090,-2.7439,-8.1707
6.6580,4.4224,4.2683,-1.0976
6.3320,6.1729,-46.0366,-51.4634
5.5434,7.8273,-80.1829,-85.6098
4.5691,7.7918,-104.8780,-110.3049
3.4194,5.1768,-121.9512,-127.3780
2.2905,2.0676,-108.8415,-114.2683
1.5096,2.4656,-67.5000,-72.9268
1.0096,0.7317,-43.3537,-48.7805
0.8612,0.9558,-2.1341,-7.5610
1.1579,1.8039,48.9634,43.5976
1.9364,2.6952,93.2927,87.9268
3.2627,2.7892,146.2195,140.8537
4.7033,2.6809,139.8780,134.5122
5.4481,5.8270,53.5976,48.2317
5.5377,5.6364,0.9146,-4.4512
5.4803,7.9192,4.1463,-1.2195
5.4735,8.8555,6.0366,0.6707
5.5035,6.0312,4.7561,-0.6098
5.5453,5.8054,5.9146,0.5488
5.7723,6.5742,33.2927,27.9268
6.2449,6.3840,57.1341,51.7683
7.0075,6.4168,86.7073,81.3415
7.9197,7.1166,91.8293,86.4634
8.8876,10.3331,91.9512,86.5854
9.1022,10.4305,-18.2927,-23.7195
8.1555,4.3671,-109.2073,-114.6341
7.2057,7.2026,-95.8537,-101.2195
6.3803,7.4493,-95.7927,-101.1585
5.5481,9.5265,-92.5610,-97.9268
4.8247,5.5087,-63.5366,-68.9024
4.3314,3.4630,-34.0244,-39.3902
4.0114,4.1296,-18.6585,-24.0244
3.8403,3.9685,-6.9512,-12.3171
3.9278,6.0561,14.1463,8.8415
4.0426,6.5750,0.4878,-4.8171
3.6922,2.8398,-49.5122,-54.8780
3.1767,3.2756,-59.8171,-65.1829
2.6323,2.1588,-65.9756,-71.3415
2.0846,3.1477,-59.8171,-65.1829
1.7738,1.5603,-25.0610,-30.4268
1.7207,1.7454,-0.1220,-5.4878
1.7420,2.3363,4.5732,-0.7317
1.6061,2.0162,-17.6829,-33.5976
1.2654,0.8764,-31.2805,-36.6463
0.9355,1.6357,-27.6220,-32.9878
0.6882,2.1473,-20.8537,-26.2195
0.5850,3.4651,-7.0122,-12.3780
0.7236,3.5559,16.3415,11.0366
1.1685,8.2611,45.7317,40.4268
1.8217,9.0634,61.7073,56.4024
2.7836,8.4234,99.9390,94.6341
3.9143,10.8467,102.8659,97.5610
4.7938,8.4740,79.1463,73.8415
5.7706,7.8957,103.6585,98.3537
7.0886,8.8927,137.6829,132.3780
8.5219,8.0620,140.6707,135.3659
9.4763,11.3590,69.4512,64.1463
9.4083,3.1319,-28.4146,-33.7805
8.9451,2.9735,-42.8659,-48.2317
8.4224,4.9373,-54.8171,-60.1829
7.6527,5.4132,-83.1098,-88.4756
6.4640,6.3745,-134.8780,-140.2439
4.8234,0.7733,-166.6463,-172.0122
3.1571,-3.0277,-162.0122,-167.3780
1.2357,-2.3974,-200.3659,-205.7317
-0.9961,-0.0679,-216.8293,-222.1951
-2.1222,3.3209,-69.4512,-74.8171
-1.7529,6.5273,57.4390,52.1341
-0.6128,6.0371,121.8902,116.5854
0.9801,6.3077,165.9146,160.6098
3.5100,8.2618,285.3049,280.0000
7.8831,11.3943,485.0000,479.6951
13.8149,14.6482,612.2561,606.9512
19.5971,15.6792,546.0366,540.7317
23.5587,11.3087,358.2927,352.9878
25.7348,15.4261,184.5732,179.2683
26.6304,18.6781,78.5366,73.2317
26.9180,25.0487,17.3171,12.0122
26.5305,28.7557,-58.4146,-63.7805
25.3044,34.2799,-148.2317,-153.5976
23.0920,32.7691,-250.3659,-255.7317
20.1974,33.2074,-300.9756,-306.3415
17.8220,31.5815,-206.0366,-211.4024
17.3785,23.4972,1.1585,-4.1463
18.3512,9.1263,116.0976,110.7317
19.4142,6.2143,103.8415,98.4756
19.9004,5.4183,42.5610,37.2561
19.7309,10.5625,-25.8537,-31.2195
18.7250,23.0748,-127.8049,-133.1707
17.0403,42.2823,-192.8659,-198.2317
15.4282,59.3377,-178.2317,-183.5976
14.7612,58.4289,-53.4146,-58.8415
15.4270,40.0078,83.2927,77.9268
16.8880,-2.6380,164.3293,158.9634
18.4029,-14.6157,176.8902,171.5244
19.3050,-10.2074,100.6707,95.3049
18.8668,-7.2605,-49.2683,-54.6341
17.2110,3.9789,-171.0366,-176.4024
14.6389,24.7736,-285.9146,-291.2805
11.6897,51.3537,-321.8902,-327.2561
9.5853,62.9906,-215.9756,-221.3415
9.3093,57.3554,-9.6341,-15.0610
10.5032,34.5396,126.6463,121.2805
12.2279,1.9402,177.8659,172.5000
13.8952,-13.0700,175.5488,170.1829
14.8422,-12.0555,98.4756,93.1098
14.7205,-5.9172,-16.4634,-21.8902
13.8639,-4.3105,-80.1829,-85.6098
12.7133,7.0901,-116.9512,-122.3171
11.2305,26.8002,-166.8902,-172.2561
9.5169,36.1920,-198.9024,-204.2683
8.3896,34.1709,-109.7561,-115.1220
8.3521,31.4929,0.6707,-4.6341
9.1353,13.6601,87.3171,81.9512
10.1953,-10.7062,114.2073,108.8415
11.0760,-25.9757,98.7805,93.4146
11.3536,-16.7531,23.1098,17.7439
10.8002,-8.3058,-61.4634,-66.8902
9.8116,2.9980,-100.0000,-105.4268
8.8007,13.0457,-106.1585,-111.5244
7.8906,26.2603,-111.0366,-116.4024
7.0453,24.9230,-97.1341,-102.5000
6.7109,21.1039,-31.2195,-36.5854
6.8344,10.1120,19.3902,14.0854
7.4090,1.6161,79.0244,73.7195
8.4818,-0.3110,127.0122,121.7073
9.6309,3.0051,118.4756,113.1707
10.2918,4.9612,54.1463,48.8415
10.3903,7.2788,6.1585,0.7927
10.3589,10.6450,-2.3780,-7.7439
10.2403,12.0051,-19.0854,-24.5122
9.9847,12.4083,-28.9024,-34.2683
9.7264,11.1706,-30.9146,-36.3415
9.3969,8.8589,-36.8293,-42.2561
9.0495,7.4826,-34.1463,-39.5122
8.7800,8.1409,-25.8537,-31.2195
8.6209,8.7232,-14.4512,-19.8171
8.6170,10.3712,1.1585,-4.1463
8.7695,11.2493,12.6220,7.3171
9.0024,9.1801,21.7073,16.3415
9.3007,8.1505,28.3537,22.9878
9.5382,6.9557,18.9024,13.5366
9.5364,4.2784,-4.1463,-9.5732
9.3219,6.8760,-25.0610,-30.4878
8.9728,10.6754,-37.8659,-43.2927
8.6826,11.7359,-31.0976,-36.5244
8.5357,11.2289,-17.1951,-22.6220
8.3973,9.1634,-20.3049,-25.7317
8.2381,7.8958,-17.5610,-22.9878
8.1080,8.3365,-13.8415,-19.2683
7.9631,7.4981,-16.8902,-22.3171
7.8208,6.5282,-13.5976,-18.9634
7.7348,7.8134,-8.4146,-13.7805
7.6895,7.6994,-6.2195,-11.5854
7.6811,9.1304,-2.3171,-7.6829
7.6617,10.6277,-8.7195,-14.0854
7.5543,10.5493,-14.9390,-20.3049
7.5072,8.8976,-5.6098,-10.9756
7.5110,6.9873,-0.4878,-5.9146
7.5296,5.6500,2.0122,-3.3537
7.5298,5.2897,-0.6098,-6.0366
7.4731,5.7582,-7.1341,-12.5000
7.3651,6.0519,-11.4024,-16.7683
7.2843,7.2803,-7.6220,-12.9878
7.2495,7.3939,-6.2195,-11.5854
7.2017,7.6189,-6.1585,-11.5244
7.2207,9.2532,2.7439,-2.5610
7.4195,9.2275,22.6220,17.3171
7.5535,10.2688,-0.6707,-6.0366
7.3061,7.7082,-31.5854,-36.9512
7.0514,7.1709,-25.4878,-30.8537
6.7515,6.7273,-32.9268,-38.2927
6.4118,7.0119,-34.0854,-39.4512
6.0810,7.4323,-33.7805,-39.1463
5.8053,7.0892,-26.8902,-32.2561
5.6976,6.6728,-7.6829,-13.0488
5.7345,6.1904,4.5732,-0.7927
5.8376,4.7818,10.5488,5.1829
5.9102,4.9080,5.9146,0.5488
5.9014,4.5951,-1.8293,-7.1951
5.8317,4.7331,-7.4390,-12.8049
5.6613,5.2767,-18.8415,-24.2073
5.4825,7.4117,-17.1951,-22.5610
5.4289,8.7227,-4.9390,-10.3049
5.4648,9.0770,2.3171,-3.0488
5.5864,7.4221,12.3171,6.9512
5.7514,4.8772,16.2805,10.9146
5.9218,4.6574,18.4146,13.0488
6.0840,5.4879,16.5244,11.1585
6.2081,6.2516,11.8293,6.4634
6.2856,6.0547,8.1098,2.8049
6.3956,6.7063,13.8415,8.5366
6.6155,6.6124,26.8293,21.5244
6.8643,7.3682,20.4268,15.0610
6.8804,3.7537,-0.1829,-5.6098
6.8593,4.3992,0.0000,-5.4268
6.7663,4.8165,-10.7317,-16.0976
6.6229,6.0609,-13.8415,-19.2073
6.5157,7.4927,-10.9146,-16.2805
6.4666,8.4567,-5.0610,-10.4268
6.4779,9.6819,-0.3049,-5.7317
6.5380,9.1803,5.4268,0.0610
6.6303,8.4420,7.6220,2.2561
6.7169,7.0645,9.1463,3.7805
6.7804,6.6579,5.5488,0.1829
6.8042,6.0393,3.8415,-1.5244
6.8551,6.5258,6.5244,1.1585
6.9242,4.9264,8.7195,3.4146
7.0087,4.8682,9.0854,3.7805
6.9949,5.4680,-3.9024,-9.2683
6.8438,6.3371,-16.6463,-22.0122
6.6692,8.5405,-17.3780,-22.7439
6.5443,11.5965,-12.0732,-17.4390
6.5881,13.1296,6.0976,0.7317
6.8132,12.4080,22.4390,17.0732
7.0798,9.9990,24.6341,19.2683
7.3496,0.2829,32.8049,27.4390
7.6890,-2.7585,41.4634,36.0976
7.7861,-5.0011,11.3415,5.9756
7.6423,-3.7758,-7.8049,-13.1707
7.3155,4.4547,-35.3049,-40.6707
6.6925,11.2861,-74.5732,-79.9390
6.0217,25.5438,-75.3659,-80.7317
5.5386,45.6452,-64.8171,-70.1829
5.5360,54.8480,-1.2805,-6.7073
6.3594,41.1389,90.6098,85.2439
8.0528,-13.3418,200.7317,195.3659
10.2710,-24.7012,246.2195,240.8537
11.6877,-17.9580,144.4512,139.0854
11.8614,-12.2101,27.7439,22.3780
11.2437,-1.0275,-63.7195,-69.0854
9.8689,14.5831,-157.0732,-162.4390
8.1289,41.0824,-204.3902,-209.7561
6.6376,51.4156,-172.6220,-177.9878
6.2162,56.4590,-36.7683,-42.1341
7.0502,45.9631,93.3537,87.9878
8.5829,24.4207,152.0122,146.6463
10.2101,-4.4019,175.9146,170.5488
11.8057,-12.8725,175.7927,170.4268
12.7419,-7.6165,90.0610,84.6951
12.6748,-3.9861,-9.3293,-14.7561
11.9860,-3.1387,-65.5488,-70.9756
11.0514,7.1562,-91.0976,-96.4634
9.9758,20.2784,-117.3171,-122.6829
9.0278,34.4756,-104.4512,-109.8171
8.8899,41.8770,-7.5000,-12.8659
9.7696,39.9065,88.0488,82.7439
11.2142,19.1067,154.0244,148.6585
12.7297,-3.2307,149.2683,143.9024
13.6057,-12.6635,93.5366,88.1707
14.0557,-5.8795,58.1098,52.7439
14.1957,-4.2355,27.7439,22.3780
14.1648,1.7151,5.7317,0.3659
13.9357,4.5614,-13.8415,-19.2073
13.7631,12.7829,-12.8049,-18.1707
13.5370,17.5411,-34.0854,-39.4512
13.2356,18.6537,-39.5732,-44.9390
12.8031,29.3089,-61.7073,-67.0732
12.0230,50.2482,-108.1707,-113.5366
11.0515,49.1631,-104.5732,-109.9390
10.9658,45.1706,27.5610,22.1951
12.2587,-8.2579,168.8415,163.4756
13.9358,-14.6030,182.5610,177.1951
14.9159,-4.7597,95.6098,90.2439
15.2930,-6.0025,51.8293,46.4634
15.3247,1.0185,3.5976,-1.7683
14.9983,5.4272,-27.8659,-33.2317
14.6681,12.5349,-32.9268,-38.2927
14.2054,18.4946,-59.7561,-65.1220
13.7118,16.9694,-57.8659,-63.2317
13.3922,27.3825,-42.0732,-47.4390
12.6442,39.0422,-109.9390,-115.3049
11.7569,35.8590,-96.9512,-102.3171
11.4101,23.9284,-22.5610,-27.9268
11.4924,15.0917,15.3049,9.9390
11.6550,6.8260,20.6098,15.2439
11.6090,4.6362,-7.8659,-13.2927
11.1182,2.3335,-49.5122,-54.9390
10.3987,3.5065,-67.2561,-72.6829
9.6247,4.0765,-79.2073,-84.6341
8.7284,1.4248,-87.0732,-92.4390
7.9150,8.0342,-81.3415,-86.7073
7.2025,7.8989,-75.7927,-81.1585
6.7932,8.2327,-39.9390,-45.3049
6.7077,8.7841,-11.8293,-17.1951
6.7890,7.8834,-1.2805,-6.6463
6.7658,7.5751,-13.5976,-18.9634
6.6810,8.2693,-15.7927,-21.1585
6.7068,9.9129,-2.3171,-7.6829
6.8815,9.4327,11.2195,5.9146
7.1265,7.7858,17.9878,12.6829
7.3552,6.6845,16.7683,11.4634
7.5494,4.0020,15.3659,10.0610
7.8216,3.2166,26.3415,21.0366
8.1133,3.4991,22.8049,17.5000
8.2514,5.2021,3.5366,-1.7683
8.3038,8.4584,-1.8293,-7.1951
8.4391,12.9321,4.2073,-1.0976
8.6544,14.3886,12.1341,6.8293
8.8813,15.5834,11.4634,6.1585
9.0810,12.2742,14.2683,8.9024
